,Unnamed: 0,replay_dir_path,replay_url,size,status,match_id
13,13.0,D:dota_replay/FLYING FORTUNE/20260505/,http://replay274.valve.net/570/8798370254_1121315355.dem.bz2,38.17082214355469,toDo,8798370254
14,14.0,D:dota_replay/FLYING FORTUNE/20260504/,http://replay274.valve.net/570/8797021600_851739250.dem.bz2,47.56710338592529,toDo,8797021600
15,15.0,D:dota_replay/FLYING FORTUNE/20260504/,http://replay273.valve.net/570/8796972072_159499238.dem.bz2,33.24372959136963,toDo,8796972072
16,16.0,D:dota_replay/FLYING FORTUNE/20260502/,http://replay273.valve.net/570/8794165159_507427882.dem.bz2,37.633809089660645,toDo,8794165159
17,17.0,D:dota_replay/FLYING FORTUNE/20260502/,http://replay271.valve.net/570/8794117842_1007709464.dem.bz2,44.18239688873291,toDo,8794117842
18,18.0,D:dota_replay/FLYING FORTUNE/20260501/,http://replay273.valve.net/570/8792939742_426813505.dem.bz2,41.667728424072266,toDo,8792939742
19,19.0,D:dota_replay/FLYING FORTUNE/20260501/,http://replay271.valve.net/570/8792914755_1233679235.dem.bz2,50.397887229919434,toDo,8792914755
20,20.0,D:dota_replay/FLYING FORTUNE/20260501/,http://replay272.valve.net/570/8792890730_2055849468.dem.bz2,42.75833702087402,toDo,8792890730
21,21.0,D:dota_replay/FLYING FORTUNE/20260430/,http://replay271.valve.net/570/8791570136_147373696.dem.bz2,42.22368335723877,toDo,8791570136
22,22.0,D:dota_replay/FLYING FORTUNE/20260430/,http://replay274.valve.net/570/8791550651_1472266956.dem.bz2,36.38834857940674,toDo,8791550651
23,23.0,D:dota_replay/FLYING FORTUNE/20260430/,http://replay274.valve.net/570/8791528029_989803814.dem.bz2,34.666128158569336,toDo,8791528029
24,24.0,D:dota_replay/FLYING FORTUNE/20260429/,http://replay274.valve.net/570/8790457544_214779830.dem.bz2,38.80859088897705,toDo,8790457544
25,25.0,D:dota_replay/FLYING FORTUNE/20260429/,http://replay272.valve.net/570/8790440567_75547295.dem.bz2,31.914454460144043,toDo,8790440567
26,26.0,D:dota_replay/FLYING FORTUNE/20260429/,http://replay273.valve.net/570/8790417525_1230207884.dem.bz2,49.170820236206055,toDo,8790417525
27,27.0,D:dota_replay/FLYING FORTUNE/20260428/,http://replay274.valve.net/570/8789183838_1330027893.dem.bz2,36.97381019592285,toDo,8789183838
